1900.000000000000000000	30000.000000000000000000	4000.000000000000000000	48300.000000000000000000
1901.000000000000000000	47200.000000000000000000	6100.000000000000000000	48200.000000000000000000
1902.000000000000000000	70200.000000000000000000	9800.000000000000000000	41500.000000000000000000
1903.000000000000000000	77400.000000000000000000	35200.000000000000000000	38200.000000000000000000
1904.000000000000000000	36300.000000000000000000	59400.000000000000000000	40600.000000000000000000
1905.000000000000000000	20600.000000000000000000	41700.000000000000000000	39800.000000000000000000
1906.000000000000000000	18100.000000000000000000	19000.000000000000000000	38600.000000000000000000
1907.000000000000000000	21400.000000000000000000	13000.000000000000000000	42300.000000000000000000
1908.000000000000000000	22000.000000000000000000	8300.000000000000000000	44500.000000000000000000
1909.000000000000000000	25400.000000000000000000	9100.000000000000000000	42100.000000000000000000
1910.000000000000000000	27100.000000000000000000	7400.000000000000000000	46000.000000000000000000
1911.000000000000000000	40300.000000000000000000	8000.000000000000000000	46800.000000000000000000
1912.000000000000000000	57000.000000000000000000	12300.000000000000000000	43800.000000000000000000
1913.000000000000000000	76600.000000000000000000	19500.000000000000000000	40900.000000000000000000
1914.000000000000000000	52300.000000000000000000	45700.000000000000000000	39400.000000000000000000
1915.000000000000000000	19500.000000000000000000	51100.000000000000000000	39000.000000000000000000
1916.000000000000000000	11200.000000000000000000	29700.000000000000000000	36700.000000000000000000
1917.000000000000000000	7600.000000000000000000	15800.000000000000000000	41800.000000000000000000
1918.000000000000000000	14600.000000000000000000	9700.000000000000000000	43300.000000000000000000
1919.000000000000000000	16200.000000000000000000	10100.000000000000000000	41300.000000000000000000
1920.000000000000000000	24700.000000000000000000	8600.000000000000000000	47300.000000000000000000
